,DISTRICT_NAME,Value,Crop,Metric,Year
39649,Palpa,5940,WHEAT,AREA,1920-0405
39650,Panchthar,4100,WHEAT,AREA,1920-0405
39651,Parbat,3400,WHEAT,AREA,1920-0405
39652,Parsa,23250,WHEAT,AREA,1920-0405
39653,Pyuthan,8655,WHEAT,AREA,1920-0405
39654,Ramechhap,4598,WHEAT,AREA,1920-0405
39655,Rasuwa,882,WHEAT,AREA,1920-0405
39656,Rautahat,12962,WHEAT,AREA,1920-0405
39657,Rolpa,8620,WHEAT,AREA,1920-0405
39658,Rukum,11000,WHEAT,AREA,1920-0405
39659,Rupandehi,30500,WHEAT,AREA,1920-0405
39660,Salyan,11578,WHEAT,AREA,1920-0405
39661,Sankhuwasabha,1170,WHEAT,AREA,1920-0405
39662,Saptari,16500,WHEAT,AREA,1920-0405
39663,Sarlahi,25250,WHEAT,AREA,1920-0405
39664,Sindhuli,5575,WHEAT,AREA,1920-0405
39665,Sindhupalchok,9530,WHEAT,AREA,1920-0405
39666,Siraha,15155,WHEAT,AREA,1920-0405
39667,Solukhumbu,3700,WHEAT,AREA,1920-0405
39668,Sunsari,16100,WHEAT,AREA,1920-0405
39669,Surkhet,14580,WHEAT,AREA,1920-0405
39670,Syangja,7600,WHEAT,AREA,1920-0405
39671,Tanahu,2300,WHEAT,AREA,1920-0405
39672,Taplejung,1895,WHEAT,AREA,1920-0405
39673,Tehrathum,2577,WHEAT,AREA,1920-0405
39674,Udayapur,4825,WHEAT,AREA,1920-0405
39675,Achham,7151,WHEAT,AREA,1920-0506
39676,Arghakhanchi,7375,WHEAT,AREA,1920-0506
39677,Baglung,7105,WHEAT,AREA,1920-0506
39678,Baitadi,5000,WHEAT,AREA,1920-0506
39679,Bajhang,6100,WHEAT,AREA,1920-0506
39680,Bajura,4950,WHEAT,AREA,1920-0506
39681,Banke,12282,WHEAT,AREA,1920-0506
39682,Bara,28545,WHEAT,AREA,1920-0506
39683,Bardiya,17800,WHEAT,AREA,1920-0506
39684,Bhaktapur,3847,WHEAT,AREA,1920-0506
39685,Bhojpur,2200,WHEAT,AREA,1920-0506
39686,Chitwan,8760,WHEAT,AREA,1920-0506
39687,Dadeldhura,8210,WHEAT,AREA,1920-0506
39688,Dailekh,6292,WHEAT,AREA,1920-0506
39689,Dang,12700,WHEAT,AREA,1920-0506
39690,Darchula,5800,WHEAT,AREA,1920-0506
39691,Dhading,4741,WHEAT,AREA,1920-0506
39692,Dhankuta,2720,WHEAT,AREA,1920-0506
39693,Dhanusa,25500,WHEAT,AREA,1920-0506
39694,Dolakha,4603,WHEAT,AREA,1920-0506
39695,Dolpa,218,WHEAT,AREA,1920-0506
39696,Doti,11000,WHEAT,AREA,1920-0506
39697,Gorkha,4150,WHEAT,AREA,1920-0506
39698,Gulmi,6495,WHEAT,AREA,1920-0506
39699,Humla,1000,WHEAT,AREA,1920-0506
39700,Ilam,4708,WHEAT,AREA,1920-0506
39701,Jajarkot,7850,WHEAT,AREA,1920-0506
39702,Jhapa,15700,WHEAT,AREA,1920-0506
39703,Jumla,2800,WHEAT,AREA,1920-0506
39704,Kailali,20900,WHEAT,AREA,1920-0506
39705,Kalikot,4800,WHEAT,AREA,1920-0506
39706,Kanchanpur,21500,WHEAT,AREA,1920-0506
39707,Kapilbastu,27560,WHEAT,AREA,1920-0506
39708,Kaski,9278,WHEAT,AREA,1920-0506
39709,Kathmandu,6100,WHEAT,AREA,1920-0506
39710,Kavre,12950,WHEAT,AREA,1920-0506
39711,Khotang,3580,WHEAT,AREA,1920-0506
39712,Lalitpur,4060,WHEAT,AREA,1920-0506
39713,Lamjung,3840,WHEAT,AREA,1920-0506
39714,Mahottari,18050,WHEAT,AREA,1920-0506
39715,Makwanpur,4160,WHEAT,AREA,1920-0506
39716,Manang,302,WHEAT,AREA,1920-0506
39717,Morang,17150,WHEAT,AREA,1920-0506
39718,Mugu,1910,WHEAT,AREA,1920-0506
39719,Mustang,641,WHEAT,AREA,1920-0506
39720,Myagdi,3017,WHEAT,AREA,1920-0506
39721,Nawalparasi,18745,WHEAT,AREA,1920-0506
39722,Nuwakot,6468,WHEAT,AREA,1920-0506
39723,Okhaldhunga,2860,WHEAT,AREA,1920-0506
39724,Palpa,5975,WHEAT,AREA,1920-0506
39725,Panchthar,4100,WHEAT,AREA,1920-0506
39726,Parbat,3400,WHEAT,AREA,1920-0506
39727,Parsa,23500,WHEAT,AREA,1920-0506
39728,Pyuthan,8655,WHEAT,AREA,1920-0506
39729,Ramechhap,4798,WHEAT,AREA,1920-0506
39730,Rasuwa,882,WHEAT,AREA,1920-0506
39731,Rautahat,12962,WHEAT,AREA,1920-0506
39732,Rolpa,8620,WHEAT,AREA,1920-0506
39733,Rukum,9850,WHEAT,AREA,1920-0506
39734,Rupandehi,30400,WHEAT,AREA,1920-0506
39735,Salyan,11578,WHEAT,AREA,1920-0506
39736,Sankhuwasabha,1350,WHEAT,AREA,1920-0506
39737,Saptari,12500,WHEAT,AREA,1920-0506
39738,Sarlahi,25700,WHEAT,AREA,1920-0506
39739,Sindhuli,5580,WHEAT,AREA,1920-0506
39740,Sindhupalchok,9530,WHEAT,AREA,1920-0506
39741,Siraha,15800,WHEAT,AREA,1920-0506
39742,Solukhumbu,3700,WHEAT,AREA,1920-0506
39743,Sunsari,16100,WHEAT,AREA,1920-0506
39744,Surkhet,14580,WHEAT,AREA,1920-0506
39745,Syangja,7510,WHEAT,AREA,1920-0506
39746,Tanahu,2200,WHEAT,AREA,1920-0506
39747,Taplejung,1895,WHEAT,AREA,1920-0506
39748,Tehrathum,2577,WHEAT,AREA,1920-0506
39749,Udayapur,4825,WHEAT,AREA,1920-0506
39750,Achham,7151,WHEAT,AREA,1920-0607
39751,Arghakhanchi,7340,WHEAT,AREA,1920-0607
39752,Baglung,7230,WHEAT,AREA,1920-0607
39753,Baitadi,5000,WHEAT,AREA,1920-0607
39754,Bajhang,6100,WHEAT,AREA,1920-0607
39755,Bajura,4950,WHEAT,AREA,1920-0607
39756,Banke,15731,WHEAT,AREA,1920-0607
39757,Bara,28945,WHEAT,AREA,1920-0607
39758,Bardiya,19165,WHEAT,AREA,1920-0607
39759,Bhaktapur,3665,WHEAT,AREA,1920-0607
39760,Bhojpur,2228,WHEAT,AREA,1920-0607
39761,Chitwan,9015,WHEAT,AREA,1920-0607
39762,Dadeldhura,8210,WHEAT,AREA,1920-0607
39763,Dailekh,6292,WHEAT,AREA,1920-0607
39764,Dang,12700,WHEAT,AREA,1920-0607
39765,Darchula,5975,WHEAT,AREA,1920-0607
39766,Dhading,4741,WHEAT,AREA,1920-0607
39767,Dhankuta,2720,WHEAT,AREA,1920-0607
39768,Dhanusa,26200,WHEAT,AREA,1920-0607
39769,Dolakha,4603,WHEAT,AREA,1920-0607
39770,Dolpa,2062,WHEAT,AREA,1920-0607
39771,Doti,11000,WHEAT,AREA,1920-0607
39772,Gorkha,4155,WHEAT,AREA,1920-0607
39773,Gulmi,8095,WHEAT,AREA,1920-0607
39774,Humla,995,WHEAT,AREA,1920-0607
39775,Ilam,4735,WHEAT,AREA,1920-0607
39776,Jajarkot,8828,WHEAT,AREA,1920-0607
39777,Jhapa,17000,WHEAT,AREA,1920-0607
39778,Jumla,2800,WHEAT,AREA,1920-0607
39779,Kailali,20900,WHEAT,AREA,1920-0607
39780,Kalikot,5055,WHEAT,AREA,1920-0607
39781,Kanchanpur,21500,WHEAT,AREA,1920-0607
39782,Kapilbastu,28500,WHEAT,AREA,1920-0607
39783,Kaski,9278,WHEAT,AREA,1920-0607
39784,Kathmandu,5900,WHEAT,AREA,1920-0607
39785,Kavre,12950,WHEAT,AREA,1920-0607
39786,Khotang,3580,WHEAT,AREA,1920-0607
39787,Lalitpur,4065,WHEAT,AREA,1920-0607
39788,Lamjung,3840,WHEAT,AREA,1920-0607
39789,Mahottari,21037,WHEAT,AREA,1920-0607
39790,Makwanpur,4265,WHEAT,AREA,1920-0607
39791,Manang,291,WHEAT,AREA,1920-0607
39792,Morang,18500,WHEAT,AREA,1920-0607
39793,Mugu,2200,WHEAT,AREA,1920-0607
39794,Mustang,635,WHEAT,AREA,1920-0607
39795,Myagdi,3050,WHEAT,AREA,1920-0607
39796,Nawalparasi,18830,WHEAT,AREA,1920-0607
39797,Nuwakot,6145,WHEAT,AREA,1920-0607
39798,Okhaldhunga,2855,WHEAT,AREA,1920-0607
39799,Palpa,6230,WHEAT,AREA,1920-0607
39800,Panchthar,4115,WHEAT,AREA,1920-0607
39801,Parbat,3560,WHEAT,AREA,1920-0607
39802,Parsa,24000,WHEAT,AREA,1920-0607
39803,Pyuthan,8650,WHEAT,AREA,1920-0607
39804,Ramechhap,4803,WHEAT,AREA,1920-0607
39805,Rasuwa,882,WHEAT,AREA,1920-0607
39806,Rautahat,14100,WHEAT,AREA,1920-0607
39807,Rolpa,8550,WHEAT,AREA,1920-0607
39808,Rukum,11800,WHEAT,AREA,1920-0607
39809,Rupandehi,31000,WHEAT,AREA,1920-0607
39810,Salyan,11600,WHEAT,AREA,1920-0607
39811,Sankhuwasabha,1500,WHEAT,AREA,1920-0607
39812,Saptari,15500,WHEAT,AREA,1920-0607
39813,Sarlahi,27395,WHEAT,AREA,1920-0607
39814,Sindhuli,5580,WHEAT,AREA,1920-0607
39815,Sindhupalchok,9530,WHEAT,AREA,1920-0607
39816,Siraha,16250,WHEAT,AREA,1920-0607
39817,Solukhumbu,3700,WHEAT,AREA,1920-0607
39818,Sunsari,17000,WHEAT,AREA,1920-0607
39819,Surkhet,16642,WHEAT,AREA,1920-0607
39820,Syangja,7600,WHEAT,AREA,1920-0607
39821,Tanahu,2250,WHEAT,AREA,1920-0607
39822,Taplejung,1895,WHEAT,AREA,1920-0607
39823,Tehrathum,2640,WHEAT,AREA,1920-0607
39824,Udayapur,4885,WHEAT,AREA,1920-0607
39825,Achham,7151,WHEAT,AREA,1920-0708
39826,Arghakhanchi,7300,WHEAT,AREA,1920-0708
39827,Baglung,7005,WHEAT,AREA,1920-0708
39828,Baitadi,5000,WHEAT,AREA,1920-0708
39829,Bajhang,6100,WHEAT,AREA,1920-0708
39830,Bajura,4950,WHEAT,AREA,1920-0708
39831,Banke,17530,WHEAT,AREA,1920-0708
39832,Bara,28995,WHEAT,AREA,1920-0708
39833,Bardiya,18000,WHEAT,AREA,1920-0708
39834,Bhaktapur,3665,WHEAT,AREA,1920-0708
39835,Bhojpur,2510,WHEAT,AREA,1920-0708
39836,Chitwan,9010,WHEAT,AREA,1920-0708
39837,Dadeldhura,7895,WHEAT,AREA,1920-0708
39838,Dailekh,6190,WHEAT,AREA,1920-0708
39839,Dang,12700,WHEAT,AREA,1920-0708
39840,Darchula,5975,WHEAT,AREA,1920-0708
39841,Dhading,4785,WHEAT,AREA,1920-0708
39842,Dhankuta,2720,WHEAT,AREA,1920-0708
39843,Dhanusa,27700,WHEAT,AREA,1920-0708
39844,Dolakha,4603,WHEAT,AREA,1920-0708
39845,Dolpa,2365,WHEAT,AREA,1920-0708
39846,Doti,11000,WHEAT,AREA,1920-0708
39847,Gorkha,4155,WHEAT,AREA,1920-0708
39848,Gulmi,8095,WHEAT,AREA,1920-0708
39849,Humla,990,WHEAT,AREA,1920-0708
39850,Ilam,4735,WHEAT,AREA,1920-0708
39851,Jajarkot,8500,WHEAT,AREA,1920-0708
39852,Jhapa,15000,WHEAT,AREA,1920-0708
39853,Jumla,3000,WHEAT,AREA,1920-0708
39854,Kailali,21000,WHEAT,AREA,1920-0708
39855,Kalikot,5350,WHEAT,AREA,1920-0708
39856,Kanchanpur,21250,WHEAT,AREA,1920-0708
39857,Kapilbastu,28500,WHEAT,AREA,1920-0708
39858,Kaski,7922,WHEAT,AREA,1920-0708
39859,Kathmandu,5900,WHEAT,AREA,1920-0708
39860,Kavre,12950,WHEAT,AREA,1920-0708
39861,Khotang,3580,WHEAT,AREA,1920-0708
39862,Lalitpur,4065,WHEAT,AREA,1920-0708
39863,Lamjung,3840,WHEAT,AREA,1920-0708
39864,Mahottari,22140,WHEAT,AREA,1920-0708
39865,Makwanpur,4203,WHEAT,AREA,1920-0708
39866,Manang,291,WHEAT,AREA,1920-0708
39867,Morang,20690,WHEAT,AREA,1920-0708
39868,Mugu,2015,WHEAT,AREA,1920-0708
39869,Mustang,624,WHEAT,AREA,1920-0708
39870,Myagdi,3031,WHEAT,AREA,1920-0708
39871,Nawalparasi,18850,WHEAT,AREA,1920-0708
39872,Nuwakot,6145,WHEAT,AREA,1920-0708
39873,Okhaldhunga,2855,WHEAT,AREA,1920-0708
39874,Palpa,6230,WHEAT,AREA,1920-0708
39875,Panchthar,4115,WHEAT,AREA,1920-0708
39876,Parbat,3560,WHEAT,AREA,1920-0708
39877,Parsa,23650,WHEAT,AREA,1920-0708
39878,Pyuthan,8650,WHEAT,AREA,1920-0708
39879,Ramechhap,4803,WHEAT,AREA,1920-0708
39880,Rasuwa,882,WHEAT,AREA,1920-0708
39881,Rautahat,15300,WHEAT,AREA,1920-0708
39882,Rolpa,8544,WHEAT,AREA,1920-0708
39883,Rukum,11800,WHEAT,AREA,1920-0708
39884,Rupandehi,32000,WHEAT,AREA,1920-0708
39885,Salyan,11600,WHEAT,AREA,1920-0708
39886,Sankhuwasabha,1500,WHEAT,AREA,1920-0708
39887,Saptari,15500,WHEAT,AREA,1920-0708
39888,Sarlahi,27395,WHEAT,AREA,1920-0708
39889,Sindhuli,5580,WHEAT,AREA,1920-0708
39890,Sindhupalchok,9530,WHEAT,AREA,1920-0708
39891,Siraha,16250,WHEAT,AREA,1920-0708
39892,Solukhumbu,3700,WHEAT,AREA,1920-0708
39893,Sunsari,17000,WHEAT,AREA,1920-0708
39894,Surkhet,16942,WHEAT,AREA,1920-0708
39895,Syangja,7600,WHEAT,AREA,1920-0708
39896,Tanahu,2250,WHEAT,AREA,1920-0708
39897,Taplejung,1895,WHEAT,AREA,1920-0708
39898,Tehrathum,2550,WHEAT,AREA,1920-0708
39899,Udayapur,4830,WHEAT,AREA,1920-0708
39900,Achham,7151,WHEAT,AREA,1920-0809
39901,Arghakhanchi,7340,WHEAT,AREA,1920-0809
39902,Baglung,6815,WHEAT,AREA,1920-0809
39903,Baitadi,5000,WHEAT,AREA,1920-0809
39904,Bajhang,6100,WHEAT,AREA,1920-0809
39905,Bajura,4950,WHEAT,AREA,1920-0809
39906,Banke,18000,WHEAT,AREA,1920-0809
39907,Bara,28900,WHEAT,AREA,1920-0809
39908,Bardiya,16915,WHEAT,AREA,1920-0809
39909,Bhaktapur,3665,WHEAT,AREA,1920-0809
39910,Bhojpur,2510,WHEAT,AREA,1920-0809
39911,Chitwan,9010,WHEAT,AREA,1920-0809
39912,Dadeldhura,7920,WHEAT,AREA,1920-0809
39913,Dailekh,6190,WHEAT,AREA,1920-0809
39914,Dang,12700,WHEAT,AREA,1920-0809
39915,Darchula,5965,WHEAT,AREA,1920-0809
39916,Dhading,4680,WHEAT,AREA,1920-0809
39917,Dhankuta,2725,WHEAT,AREA,1920-0809
39918,Dhanusa,27500,WHEAT,AREA,1920-0809
39919,Dolakha,4400,WHEAT,AREA,1920-0809
39920,Dolpa,2365,WHEAT,AREA,1920-0809
39921,Doti,11000,WHEAT,AREA,1920-0809
39922,Gorkha,4155,WHEAT,AREA,1920-0809
39923,Gulmi,7434,WHEAT,AREA,1920-0809
39924,Humla,990,WHEAT,AREA,1920-0809
39925,Ilam,4735,WHEAT,AREA,1920-0809
39926,Jajarkot,8500,WHEAT,AREA,1920-0809
39927,Jhapa,15000,WHEAT,AREA,1920-0809
39928,Jumla,2850,WHEAT,AREA,1920-0809
39929,Kailali,21000,WHEAT,AREA,1920-0809
39930,Kalikot,5350,WHEAT,AREA,1920-0809
39931,Kanchanpur,21250,WHEAT,AREA,1920-0809
39932,Kapilbastu,28550,WHEAT,AREA,1920-0809
39933,Kaski,6900,WHEAT,AREA,1920-0809
39934,Kathmandu,5800,WHEAT,AREA,1920-0809
39935,Kavre,12550,WHEAT,AREA,1920-0809
39936,Khotang,3500,WHEAT,AREA,1920-0809
39937,Lalitpur,4060,WHEAT,AREA,1920-0809
39938,Lamjung,3840,WHEAT,AREA,1920-0809
39939,Mahottari,21540,WHEAT,AREA,1920-0809
39940,Makwanpur,4203,WHEAT,AREA,1920-0809
39941,Manang,290,WHEAT,AREA,1920-0809
39942,Morang,20275,WHEAT,AREA,1920-0809
39943,Mugu,2015,WHEAT,AREA,1920-0809
39944,Mustang,620,WHEAT,AREA,1920-0809
39945,Myagdi,3020,WHEAT,AREA,1920-0809
39946,Nawalparasi,18850,WHEAT,AREA,1920-0809
39947,Nuwakot,5451,WHEAT,AREA,1920-0809
39948,Okhaldhunga,2807,WHEAT,AREA,1920-0809
39949,Palpa,6235,WHEAT,AREA,1920-0809
39950,Panchthar,4130,WHEAT,AREA,1920-0809
39951,Parbat,3500,WHEAT,AREA,1920-0809
39952,Parsa,23600,WHEAT,AREA,1920-0809
39953,Pyuthan,8650,WHEAT,AREA,1920-0809
39954,Ramechhap,4803,WHEAT,AREA,1920-0809
39955,Rasuwa,842,WHEAT,AREA,1920-0809
39956,Rautahat,15300,WHEAT,AREA,1920-0809
39957,Rolpa,8544,WHEAT,AREA,1920-0809
39958,Rukum,11800,WHEAT,AREA,1920-0809
39959,Rupandehi,32000,WHEAT,AREA,1920-0809
39960,Salyan,11500,WHEAT,AREA,1920-0809
39961,Sankhuwasabha,1505,WHEAT,AREA,1920-0809
39962,Saptari,15000,WHEAT,AREA,1920-0809
39963,Sarlahi,27100,WHEAT,AREA,1920-0809
39964,Sindhuli,5500,WHEAT,AREA,1920-0809
39965,Sindhupalchok,9030,WHEAT,AREA,1920-0809
39966,Siraha,16000,WHEAT,AREA,1920-0809
39967,Solukhumbu,3680,WHEAT,AREA,1920-0809
39968,Sunsari,14000,WHEAT,AREA,1920-0809
39969,Surkhet,16255,WHEAT,AREA,1920-0809
39970,Syangja,7450,WHEAT,AREA,1920-0809
39971,Tanahu,1900,WHEAT,AREA,1920-0809
39972,Taplejung,1890,WHEAT,AREA,1920-0809
39973,Tehrathum,2600,WHEAT,AREA,1920-0809
39974,Udayapur,4800,WHEAT,AREA,1920-0809
39975,Achham,7151,WHEAT,AREA,1920-0910
39976,Arghakhanchi,7340,WHEAT,AREA,1920-0910
39977,Baglung,7010,WHEAT,AREA,1920-0910
39978,Baitadi,5100,WHEAT,AREA,1920-0910
39979,Bajhang,6100,WHEAT,AREA,1920-0910
39980,Bajura,4950,WHEAT,AREA,1920-0910
39981,Banke,16856,WHEAT,AREA,1920-0910
39982,Bara,28900,WHEAT,AREA,1920-0910
39983,Bardiya,17900,WHEAT,AREA,1920-0910
39984,Bhaktapur,3665,WHEAT,AREA,1920-0910
39985,Bhojpur,2510,WHEAT,AREA,1920-0910
39986,Chitwan,9010,WHEAT,AREA,1920-0910
39987,Dadeldhura,7464,WHEAT,AREA,1920-0910
39988,Dailekh,7100,WHEAT,AREA,1920-0910
39989,Dang,12700,WHEAT,AREA,1920-0910
39990,Darchula,5265,WHEAT,AREA,1920-0910
39991,Dhading,4680,WHEAT,AREA,1920-0910
39992,Dhankuta,2723,WHEAT,AREA,1920-0910
39993,Dhanusa,27500,WHEAT,AREA,1920-0910
39994,Dolakha,4400,WHEAT,AREA,1920-0910
39995,Dolpa,2500,WHEAT,AREA,1920-0910
39996,Doti,16150,WHEAT,AREA,1920-0910
39997,Gorkha,4155,WHEAT,AREA,1920-0910
39998,Gulmi,8098,WHEAT,AREA,1920-0910
39999,Humla,1011,WHEAT,AREA,1920-0910
40000,Ilam,4735,WHEAT,AREA,1920-0910
40001,Jajarkot,8800,WHEAT,AREA,1920-0910
40002,Jhapa,14000,WHEAT,AREA,1920-0910
40003,Jumla,2500,WHEAT,AREA,1920-0910
40004,Kailali,35000,WHEAT,AREA,1920-0910
40005,Kalikot,5350,WHEAT,AREA,1920-0910
40006,Kanchanpur,32250,WHEAT,AREA,1920-0910
40007,Kapilbastu,31000,WHEAT,AREA,1920-0910
40008,Kaski,7600,WHEAT,AREA,1920-0910
40009,Kathmandu,5800,WHEAT,AREA,1920-0910
40010,Kavre,12550,WHEAT,AREA,1920-0910
40011,Khotang,3500,WHEAT,AREA,1920-0910
40012,Lalitpur,4060,WHEAT,AREA,1920-0910
40013,Lamjung,3840,WHEAT,AREA,1920-0910
40014,Mahottari,21540,WHEAT,AREA,1920-0910
40015,Makwanpur,4192,WHEAT,AREA,1920-0910
40016,Manang,285,WHEAT,AREA,1920-0910
40017,Morang,22200,WHEAT,AREA,1920-0910
40018,Mugu,2015,WHEAT,AREA,1920-0910
40019,Mustang,600,WHEAT,AREA,1920-0910
40020,Myagdi,3035,WHEAT,AREA,1920-0910
40021,Nawalparasi,18800,WHEAT,AREA,1920-0910
40022,Nuwakot,5451,WHEAT,AREA,1920-0910
40023,Okhaldhunga,2807,WHEAT,AREA,1920-0910
40024,Palpa,6235,WHEAT,AREA,1920-0910
40025,Panchthar,4130,WHEAT,AREA,1920-0910
40026,Parbat,2915,WHEAT,AREA,1920-0910
40027,Parsa,23600,WHEAT,AREA,1920-0910
40028,Pyuthan,8650,WHEAT,AREA,1920-0910
40029,Ramechhap,4803,WHEAT,AREA,1920-0910
40030,Rasuwa,842,WHEAT,AREA,1920-0910
40031,Rautahat,15300,WHEAT,AREA,1920-0910
40032,Rolpa,8538,WHEAT,AREA,1920-0910
40033,Rukum,11800,WHEAT,AREA,1920-0910
40034,Rupandehi,31000,WHEAT,AREA,1920-0910
40035,Salyan,11575,WHEAT,AREA,1920-0910
40036,Sankhuwasabha,1505,WHEAT,AREA,1920-0910
40037,Saptari,15000,WHEAT,AREA,1920-0910
40038,Sarlahi,28000,WHEAT,AREA,1920-0910
40039,Sindhuli,5500,WHEAT,AREA,1920-0910
40040,Sindhupalchok,9030,WHEAT,AREA,1920-0910
40041,Siraha,16000,WHEAT,AREA,1920-0910
40042,Solukhumbu,3680,WHEAT,AREA,1920-0910
40043,Sunsari,17000,WHEAT,AREA,1920-0910
40044,Surkhet,16255,WHEAT,AREA,1920-0910
40045,Syangja,6430,WHEAT,AREA,1920-0910
40046,Tanahu,1905,WHEAT,AREA,1920-0910
40047,Taplejung,1890,WHEAT,AREA,1920-0910
40048,Tehrathum,2600,WHEAT,AREA,1920-0910
40049,Udayapur,4800,WHEAT,AREA,1920-0910
40050,Achham,16150,WHEAT,AREA,1920-1011
40051,Arghakhanchi,7340,WHEAT,AREA,1920-1011
40052,Baglung,7035,WHEAT,AREA,1920-1011
40053,Baitadi,7500,WHEAT,AREA,1920-1011
40054,Bajhang,5265,WHEAT,AREA,1920-1011
40055,Bajura,6100,WHEAT,AREA,1920-1011
40056,Banke,18890,WHEAT,AREA,1920-1011
40057,Bara,29000,WHEAT,AREA,1920-1011
40058,Bardiya,49553,WHEAT,AREA,1920-1011
40059,Bhaktapur,3200,WHEAT,AREA,1920-1011
40060,Bhojpur,2510,WHEAT,AREA,1920-1011
40061,Chitwan,8728,WHEAT,AREA,1920-1011
40062,Dadeldhura,51789,WHEAT,AREA,1920-1011
40063,Dailekh,16255,WHEAT,AREA,1920-1011
40064,Dang,17913,WHEAT,AREA,1920-1011
40065,Darchula,16315,WHEAT,AREA,1920-1011
40066,Dhading,4680,WHEAT,AREA,1920-1011
40067,Dhankuta,1498,WHEAT,AREA,1920-1011
40068,Dhanusa,38450,WHEAT,AREA,1920-1011
40069,Dolakha,4400,WHEAT,AREA,1920-1011
40070,Dolpa,4325,WHEAT,AREA,1920-1011
40071,Doti,12000,WHEAT,AREA,1920-1011
40072,Gorkha,4120,WHEAT,AREA,1920-1011
40073,Gulmi,8100,WHEAT,AREA,1920-1011
40074,Humla,2300,WHEAT,AREA,1920-1011
40075,Ilam,4800,WHEAT,AREA,1920-1011
40076,Jajarkot,7300,WHEAT,AREA,1920-1011
40077,Jhapa,11500,WHEAT,AREA,1920-1011
40078,Jumla,5398,WHEAT,AREA,1920-1011
40079,Kailali,32250,WHEAT,AREA,1920-1011
40080,Kalikot,15614,WHEAT,AREA,1920-1011
40081,Kanchanpur,66750,WHEAT,AREA,1920-1011
40082,Kapilbastu,29995,WHEAT,AREA,1920-1011
40083,Kaski,7000,WHEAT,AREA,1920-1011
40084,Kathmandu,5000,WHEAT,AREA,1920-1011
40085,Kavre,9995,WHEAT,AREA,1920-1011
40086,Khotang,5535,WHEAT,AREA,1920-1011
40087,Lalitpur,4070,WHEAT,AREA,1920-1011
40088,Lamjung,3740,WHEAT,AREA,1920-1011
40089,Mahottari,21540,WHEAT,AREA,1920-1011
40090,Makwanpur,4213,WHEAT,AREA,1920-1011
40091,Manang,293,WHEAT,AREA,1920-1011
40092,Morang,22200,WHEAT,AREA,1920-1011
40093,Mugu,1091,WHEAT,AREA,1920-1011
40094,Mustang,601,WHEAT,AREA,1920-1011
40095,Myagdi,3045,WHEAT,AREA,1920-1011
40096,Nawalparasi,18830,WHEAT,AREA,1920-1011
40097,Nuwakot,5477,WHEAT,AREA,1920-1011
40098,Okhaldhunga,2842,WHEAT,AREA,1920-1011
40099,Palpa,6235,WHEAT,AREA,1920-1011
40100,Panchthar,4000,WHEAT,AREA,1920-1011
40101,Parbat,2915,WHEAT,AREA,1920-1011
40102,Parsa,23600,WHEAT,AREA,1920-1011
40103,Pyuthan,15574,WHEAT,AREA,1920-1011
40104,Ramechhap,4820,WHEAT,AREA,1920-1011
40105,Rasuwa,850,WHEAT,AREA,1920-1011
40106,Rautahat,15300,WHEAT,AREA,1920-1011
40107,Rolpa,8655,WHEAT,AREA,1920-1011
40108,Rukum,8537,WHEAT,AREA,1920-1011
40109,Rupandehi,30500,WHEAT,AREA,1920-1011
40110,Salyan,11800,WHEAT,AREA,1920-1011
40111,Sankhuwasabha,1400,WHEAT,AREA,1920-1011
40112,Saptari,20000,WHEAT,AREA,1920-1011
40113,Sarlahi,28000,WHEAT,AREA,1920-1011
40114,Sindhuli,5600,WHEAT,AREA,1920-1011
40115,Sindhupalchok,7000,WHEAT,AREA,1920-1011
40116,Siraha,17500,WHEAT,AREA,1920-1011
40117,Solukhumbu,3750,WHEAT,AREA,1920-1011
40118,Sunsari,18500,WHEAT,AREA,1920-1011
40119,Surkhet,79921,WHEAT,AREA,1920-1011
40120,Syangja,6500,WHEAT,AREA,1920-1011
40121,Tanahu,1905,WHEAT,AREA,1920-1011
40122,Taplejung,1895,WHEAT,AREA,1920-1011
40123,Tehrathum,2650,WHEAT,AREA,1920-1011
40124,Udayapur,4900,WHEAT,AREA,1920-1011
40125,Achham,16140,WHEAT,AREA,1920-1112
40126,Arghakhanchi,7340,WHEAT,AREA,1920-1112
40127,Baglung,7042,WHEAT,AREA,1920-1112
40128,Baitadi,11550,WHEAT,AREA,1920-1112
40129,Bajhang,6150,WHEAT,AREA,1920-1112
40130,Bajura,5000,WHEAT,AREA,1920-1112
40131,Banke,17920,WHEAT,AREA,1920-1112
40132,Bara,29000,WHEAT,AREA,1920-1112
40133,Bardiya,23500,WHEAT,AREA,1920-1112
40134,Bhaktapur,3150,WHEAT,AREA,1920-1112
40135,Bhojpur,2510,WHEAT,AREA,1920-1112
40136,Chitwan,8750,WHEAT,AREA,1920-1112
40137,Dadeldhura,7450,WHEAT,AREA,1920-1112
40138,Dailekh,14650,WHEAT,AREA,1920-1112
40139,Dang,12700,WHEAT,AREA,1920-1112
40140,Darchula,5300,WHEAT,AREA,1920-1112
40141,Dhading,4800,WHEAT,AREA,1920-1112
40142,Dhankuta,1445,WHEAT,AREA,1920-1112
40143,Dhanusa,38450,WHEAT,AREA,1920-1112
40144,Dolakha,4398,WHEAT,AREA,1920-1112
40145,Dolpa,276,WHEAT,AREA,1920-1112
40146,Doti,16150,WHEAT,AREA,1920-1112
