_id,YEAR,MONTH,DISTRICT,PRECIPITATION,SURFACE_PRESSURE,HUMIDITY_AT_2M,RELATIVE_HUMIDITY_2M,TEMP_2M,WET_BULB_TEMP_2M,TEMP_2M_MAX,TEMP_2M_MIN,SURFACE_TEMP,WIND_SPEED_10M,WIND_SPEED_10M_MAX,WIND_SPEED_10M_MIN
19076,2010,8,Nuwakot,341.26,83.73,16.45,89.04,20.83,18.56,24.04,18.19,21.39,2.04,4.16,0.41
19077,2010,9,Nuwakot,227.12,83.86,14.96,89.53,19.22,16.95,22.53,16.61,19.38,1.77,3.7,0.47
19078,2010,10,Nuwakot,42.72,84.02,11.37,79.37,16.71,12.1,20.95,13.61,15.69,1.64,3.26,0.43
19079,2010,11,Nuwakot,0.88,84.2,8.73,74.44,13.66,8.29,18.46,10.46,12.08,1.52,3.46,0.36
19080,2010,12,Nuwakot,2.57,84.03,4.27,48.23,9.6,-1.87,15.81,5.8,6.15,1.61,3.4,0.55
19081,2011,1,Nuwakot,0.9,84.01,3.75,49.39,7.37,-3.23,14.08,3.19,4.96,1.82,4.11,0.56
19082,2011,2,Nuwakot,12.38,84.07,4.07,41.95,10.95,-2.25,17.95,5.84,9.16,2.22,4.74,0.73
19083,2011,3,Nuwakot,10.37,83.98,4.56,35.33,15.3,-0.75,22.5,9.55,14.67,2.51,5.05,0.66
19084,2011,4,Nuwakot,19.41,84.01,6.08,38.68,18.23,2.97,24.83,12.02,18.98,2.55,5.04,0.56
19085,2011,5,Nuwakot,142.66,83.71,10.76,57.42,21.16,11.77,26.65,16.01,22.37,2.32,4.74,0.49
19086,2011,6,Nuwakot,179.45,83.4,13.62,68.4,22.09,15.31,26.88,17.7,23.47,2.36,4.72,0.46
19087,2011,7,Nuwakot,287.52,83.47,16.6,90.18,20.72,18.66,23.8,18.15,21.29,2.15,4.18,0.54
19088,2011,8,Nuwakot,261.75,83.62,16.2,90.22,20.35,18.27,23.48,17.75,20.67,2,4.03,0.42
19089,2011,9,Nuwakot,162.53,83.7,15.14,89.15,19.45,17.13,22.73,16.85,19.57,1.67,3.56,0.31
19090,2011,10,Nuwakot,6.3,84.12,11.32,79.54,16.62,12.24,21.05,13.37,15.85,1.63,3.57,0.33
19091,2011,11,Nuwakot,0.47,84.24,8.18,74.69,12.76,7.52,17.65,9.44,11.26,1.51,3.55,0.33
19092,2011,12,Nuwakot,0.8,84.21,4.57,50.43,9.75,-1.18,16.02,6.19,6.53,1.6,3.66,0.48
19093,2012,1,Nuwakot,13.74,84.08,3.94,52.26,7.16,-3.08,13.52,3.09,5.15,1.89,3.93,0.66
19094,2012,2,Nuwakot,5.59,83.98,3.99,41.18,11,-2.49,18.09,6.17,9.59,2.26,5.03,0.69
19095,2012,3,Nuwakot,10.19,83.95,3.85,31.37,14.62,-2.92,21.97,8.76,13.73,2.5,5.29,0.57
19096,2012,4,Nuwakot,11.14,83.83,6.04,36.12,19.53,3.52,26.4,13.02,20.42,2.92,5.93,0.75
19097,2012,5,Nuwakot,19.28,83.66,6.56,30.63,23.27,4.15,29.96,16.48,24.57,2.72,5.45,0.51
19098,2012,6,Nuwakot,72.37,83.25,11.47,50.15,24.59,12.51,30.09,19.44,26.03,2.56,5.31,0.41
19099,2012,7,Nuwakot,314.16,83.35,16.35,84.23,21.6,18.4,25.33,18.63,22.55,2.26,4.6,0.43
19100,2012,8,Nuwakot,227.13,83.57,16.07,87.36,20.73,18.15,24.26,17.82,21.27,1.95,4.04,0.4
19101,2012,9,Nuwakot,300.62,83.84,14.73,87.43,19.36,16.64,23.01,16.49,19.44,1.76,3.6,0.51
19102,2012,10,Nuwakot,26.94,84.16,9.81,74.79,15.17,9.33,20.07,11.7,13.83,1.79,3.4,0.72
19103,2012,11,Nuwakot,5.83,84.14,5.86,58.1,11.44,2.32,17.47,7.69,8.74,1.77,3.44,0.72
19104,2012,12,Nuwakot,0,84.11,4.07,46.57,9.23,-2.43,16.17,5.19,6.16,1.88,3.74,0.9
19105,2013,1,Nuwakot,9.42,84.16,3.11,41.48,6.98,-5.94,14.32,2.39,4.39,2.08,4.19,0.96
19106,2013,2,Nuwakot,43.67,84.22,4.43,47.3,10.69,-1.36,17.9,5.46,9.09,2.34,4.43,1.16
19107,2013,3,Nuwakot,15.49,84.06,5.49,41.76,15.58,2.02,22.72,9.89,15.02,2.65,5.5,0.91
19108,2013,4,Nuwakot,29.34,83.84,6.62,42.1,18.77,4.59,25.32,12.84,19.33,2.71,5.61,0.75
19109,2013,5,Nuwakot,121.28,83.6,8.01,41.69,21.52,7.26,27.88,15.69,22.28,2.48,5.05,0.53
19110,2013,6,Nuwakot,301.02,83.46,14.77,76.89,21.45,16.74,25.83,17.72,22.5,2.08,4.28,0.37
19111,2013,7,Nuwakot,221.42,83.38,16.48,86.9,21.18,18.55,24.84,18.15,21.99,2.03,4.22,0.32
19112,2013,8,Nuwakot,344.07,83.59,15.79,88.01,20.33,17.87,23.67,17.49,20.75,1.84,3.83,0.25
19113,2013,9,Nuwakot,177.45,83.79,14.79,86.69,19.55,16.64,23.12,16.6,19.51,1.82,3.59,0.47
19114,2013,10,Nuwakot,156.98,84.12,12.2,86.31,16.6,13.62,20.39,13.78,16.14,1.56,3.27,0.32
19115,2013,11,Nuwakot,2.8,84.26,7.52,69.02,12.65,5.89,17.79,9.33,10.08,1.52,3.21,0.47
19116,2013,12,Nuwakot,0.1,84.17,5.8,65.93,9.45,2.26,14.93,6.09,6.7,1.59,3.49,0.54
19117,2014,1,Nuwakot,8.92,84.32,4.66,55.97,8.72,-0.53,15.19,4.74,6.2,1.82,3.97,0.65
19118,2014,2,Nuwakot,18.24,84.03,4.73,51.68,10.06,-0.32,16.63,5.63,8.65,2.06,4.52,0.69
19119,2014,3,Nuwakot,19.8,84.11,5.47,44.67,14.57,2.01,21.26,9.34,14.02,2.47,5.2,0.65
19120,2014,4,Nuwakot,12.78,83.98,5.51,32.42,19.67,2.19,26.75,13.24,19.94,2.68,5.48,0.67
19121,2014,5,Nuwakot,135.25,83.78,9.01,46.99,21.89,8.95,27.69,16.24,22.74,2.5,5.07,0.51
19122,2014,6,Nuwakot,235.01,83.37,13.65,63.82,23.28,15.42,28.06,18.83,24.21,2.29,4.63,0.37
19123,2014,7,Nuwakot,308.64,83.44,17.04,88.16,21.5,19.05,24.52,18.89,21.93,1.98,3.99,0.39
19124,2014,8,Nuwakot,318.59,83.56,16.69,90.17,20.82,18.74,23.76,18.38,21.11,2.2,4.32,0.46
19125,2014,9,Nuwakot,222.05,83.81,15.11,89.72,19.32,17.13,22.51,16.81,19.4,1.82,3.81,0.4
19126,2014,10,Nuwakot,71.24,84.25,11.06,80.88,16.06,11.82,20.35,13.02,14.97,1.69,3.29,0.54
19127,2014,11,Nuwakot,0,84.19,7.35,64.73,13.15,5.85,18.3,9.98,10.47,1.61,3.43,0.45
19128,2014,12,Nuwakot,19.62,84.28,4.91,53.72,10.02,-0.03,16.13,6.36,6.53,1.56,3.12,0.6
19129,2015,1,Nuwakot,10.02,84.28,4.6,55.05,8.66,-0.77,15.12,4.43,6.32,1.82,3.75,0.69
19130,2015,2,Nuwakot,8.82,84.22,5.03,49.39,11.55,0.75,17.97,7.04,9.94,2.13,4.53,0.73
19131,2015,3,Nuwakot,76.37,84.23,6.57,53.19,14.55,4.21,20.82,9.53,13.97,2.32,4.49,0.85
19132,2015,4,Nuwakot,68.51,83.99,8.18,54.36,17.8,7.74,23.41,12.75,18.18,2.29,4.71,0.63
19133,2015,5,Nuwakot,68.05,83.78,8.79,44.14,22.18,8.76,28.11,16.28,22.59,2.45,5.01,0.42
19134,2015,6,Nuwakot,170.67,83.51,13,61.77,23.2,14.43,28.28,18.57,24.34,2.37,4.71,0.5
19135,2015,7,Nuwakot,298.18,83.44,16.41,85.7,21.36,18.45,24.85,18.41,21.91,2.28,4.47,0.37
19136,2015,8,Nuwakot,388.41,83.61,16.86,90.95,20.86,18.92,23.92,18.36,21.23,2.25,4.48,0.58
19137,2015,9,Nuwakot,135.67,83.86,15.16,87.47,19.81,17.17,23.18,17.12,19.74,1.82,3.84,0.4
19138,2015,10,Nuwakot,51.71,84.26,10.46,73.56,16.68,11.15,20.98,13.55,15.36,1.69,3.32,0.4
19139,2015,11,Nuwakot,0.15,84.35,7.55,64.86,13.71,6.47,18.63,10.41,11.43,1.63,3.32,0.43
19140,2015,12,Nuwakot,0,84.3,4.82,53.51,9.51,-0.26,15.42,5.91,6.66,1.68,3.71,0.49
19141,2016,1,Nuwakot,2.56,84.21,3.74,45.66,8.45,-3.16,14.8,4.57,5.77,1.86,4.31,0.54
19142,2016,2,Nuwakot,10.37,84.28,3.92,36.22,12.54,-2.7,19.54,7.61,10.48,2.15,4.45,0.63
19143,2016,3,Nuwakot,21.92,84.16,4.91,35.84,16.51,0.53,23.61,11.05,15.79,2.44,5.21,0.61
19144,2016,4,Nuwakot,5.04,83.78,5.09,26.54,21.78,0.85,29.17,15.23,21.8,3.1,6.31,0.91
19145,2016,5,Nuwakot,110.02,83.72,10.08,52.67,21.54,10.66,27.12,16.75,22.81,2.42,5.17,0.37
19146,2016,6,Nuwakot,261.58,83.62,14.9,75.26,22.03,16.91,25.95,18.5,22.95,2.16,4.37,0.45
19147,2016,7,Nuwakot,357.54,83.49,17.02,91.02,20.97,19.05,23.78,18.63,21.33,2.13,4.5,0.47
19148,2016,8,Nuwakot,114.62,83.57,16.69,88.2,21.18,18.69,24.23,18.63,21.3,1.92,4.02,0.36
19149,2016,9,Nuwakot,254.65,83.78,15.52,90.75,19.57,17.54,22.58,17.19,19.63,1.81,3.68,0.34
19150,2016,10,Nuwakot,72.55,84,11.79,79.29,17.18,12.79,21.23,14.26,16.19,1.61,3.32,0.39
19151,2016,11,Nuwakot,0,84.24,7.26,62.63,13.65,5.48,18.87,10.21,10.79,1.55,3.26,0.45
19152,2016,12,Nuwakot,0,84.28,5.54,54.43,11.63,1.77,17.54,8.08,8.37,1.54,3.42,0.46
19153,2017,1,Nuwakot,9.52,84.26,4.12,46.49,9.61,-2.25,16.07,5.5,7.14,1.79,3.88,0.55
19154,2017,2,Nuwakot,0.03,84.24,4.21,38.31,12.77,-1.66,19.77,7.83,10.9,2.1,4.64,0.54
19155,2017,3,Nuwakot,57.82,83.96,5.26,43.17,14.24,1.1,20.79,9.08,13.45,2.38,5.1,0.49
19156,2017,4,Nuwakot,71.15,83.86,7.21,42.1,19.57,5.52,26.38,13.5,19.54,2.46,4.93,0.59
19157,2017,5,Nuwakot,126.03,83.8,10.62,55.71,21.39,11.56,26.93,16.29,22.1,2.32,4.86,0.49
19158,2017,6,Nuwakot,128.86,83.49,13.86,65.47,23.15,15.67,27.81,18.94,24.31,2.35,4.65,0.48
19159,2017,7,Nuwakot,239.33,83.49,16.59,86.71,21.36,18.64,24.83,18.6,21.93,2.39,4.89,0.52
19160,2017,8,Nuwakot,344.93,83.59,17.02,91.86,20.84,19.04,23.6,18.63,21.07,2.12,4.22,0.45
19161,2017,9,Nuwakot,145.59,83.83,16.22,91.58,20.17,18.27,23.29,17.71,20.31,1.96,4.02,0.49
19162,2017,10,Nuwakot,48.25,84.05,12.35,80.46,17.7,13.6,21.81,14.62,17.11,1.67,3.45,0.35
19163,2017,11,Nuwakot,0.05,84.25,7.76,66.52,13.54,6.51,18.68,10.09,11.52,1.63,3.39,0.43
19164,2017,12,Nuwakot,0.02,84.35,4.94,46.87,12.06,0.04,18.25,8.47,8.84,1.6,3.56,0.44
19165,2018,1,Nuwakot,0.08,84.02,3.37,40.32,8.78,-4.49,15.68,4.6,5.95,1.77,4.24,0.53
19166,2018,2,Nuwakot,0.08,84.18,4,38.18,12.1,-2.18,18.77,7.55,10.41,2.1,4.77,0.44
19167,2018,3,Nuwakot,0.53,84.02,4.53,34.08,15.84,-0.44,23.05,9.84,15.29,2.49,4.98,0.47
19168,2018,4,Nuwakot,2.87,83.95,7.93,50.79,18.44,7.08,24.49,12.99,18.98,2.46,5.06,0.53
19169,2018,5,Nuwakot,4.81,83.77,11.14,62,20.51,12.25,25.77,15.66,21.52,2.37,4.84,0.53
19170,2018,6,Nuwakot,5.69,83.42,15.14,76.08,22.01,17.18,26.08,18.36,22.83,2.22,4.31,0.62
19171,2018,7,Nuwakot,8.92,83.34,16.91,86.37,21.72,18.95,25.01,18.98,22.3,2.3,4.48,0.61
19172,2018,8,Nuwakot,8.18,83.47,16.73,89.85,20.91,18.76,23.89,18.45,21.2,1.87,3.88,0.37
19173,2018,9,Nuwakot,2.16,83.88,15.37,88.26,19.89,17.32,23.55,17.1,20.04,2.04,4.14,0.49
19174,2018,10,Nuwakot,0.17,84.24,9.34,68.75,15.87,9.26,20.94,11.97,15.09,1.77,3.48,0.37
19175,2018,11,Nuwakot,0.01,84.3,6.46,56.52,13.39,4.24,19.36,9.45,11.7,1.78,4,0.35
19176,2018,12,Nuwakot,0.02,84.28,4.28,47.65,9.55,-1.92,16.07,5.4,7.29,1.71,3.86,0.42
19177,2019,1,Nuwakot,0.33,84.32,3.97,47.97,8.62,-2.49,15.17,4.4,6.76,1.87,4.05,0.54
19178,2019,2,Nuwakot,2.38,84.19,4.89,52.1,10.59,0.16,17.14,5.81,9.33,2.26,4.97,0.62
19179,2019,3,Nuwakot,1.01,84.06,5.3,44.04,14.17,1.43,21.09,8.74,13.57,2.51,5.17,0.76
19180,2019,4,Nuwakot,2.57,83.97,8,48.83,19.12,7.45,25.21,13.62,19.22,2.33,4.9,0.53
19181,2019,5,Nuwakot,2.54,83.76,8.49,42.87,22.1,8.13,28.52,16.03,22.74,2.54,5.05,0.54
19182,2019,6,Nuwakot,4.66,83.55,13.69,63.99,23.28,15.46,28.3,18.58,24.52,2.31,4.61,0.56
19183,2019,7,Nuwakot,12.98,83.41,17.04,88.35,21.5,19.03,24.57,18.93,22,2.4,4.61,0.48
19184,2019,8,Nuwakot,6.2,83.56,17.11,89.66,21.32,19.11,24.33,18.73,21.55,2.02,4.11,0.45
19185,2019,9,Nuwakot,8.21,83.95,15.53,91.05,19.51,17.56,22.37,17.23,19.6,1.73,3.63,0.35
19186,2019,10,Nuwakot,0.73,84.24,11.91,85.66,16.34,13.09,20.26,13.55,15.86,1.54,3.41,0.33
19187,2019,11,Nuwakot,1.14,84.3,8.6,72.6,13.88,7.89,18.63,10.84,11.71,1.45,3.22,0.4
19188,2019,12,Nuwakot,0.85,84.34,5.09,62.74,8.16,0.39,13.81,4.69,5.34,1.61,3.33,0.58
19189,1981,1,Okhaldhunga,13.49,83.11,4.21,55.74,7.2,-2.15,13.41,3.21,5.28,1.89,4.37,0.49
19190,1981,2,Okhaldhunga,3.26,82.96,3.88,41.18,10.52,-2.97,18.01,5.36,8.78,2.59,6.11,0.7
19191,1981,3,Okhaldhunga,25.42,82.95,4.95,41.72,13.73,0.15,20.55,8.51,13.62,2.74,5.95,0.72
19192,1981,4,Okhaldhunga,53.29,82.78,6.7,45.16,17.19,4.05,23.8,11.5,17.54,2.64,5.7,0.54
19193,1981,5,Okhaldhunga,138.05,82.64,10.85,63.69,19.35,11.46,24.57,14.59,20.34,2.35,4.88,0.44
19194,1981,6,Okhaldhunga,207.74,82.35,13.35,69.91,21.2,14.4,25.81,17.02,22.27,2.49,4.99,0.62
19195,1981,7,Okhaldhunga,272.23,82.38,16.23,88.89,20.38,17.87,23.65,17.6,21.19,2.55,4.92,0.77
19196,1981,8,Okhaldhunga,208.09,82.39,16.16,90.81,19.96,17.8,23.09,17.42,20.51,2.17,4.43,0.61
19197,1981,9,Okhaldhunga,74.81,82.83,14.28,89.3,18.34,15.78,21.75,15.77,18.53,1.94,4.02,0.56
19198,1981,10,Okhaldhunga,2.16,82.97,9.58,71.34,15.58,9.25,20.75,12.18,14.3,2,4.45,0.54
19199,1981,11,Okhaldhunga,8.94,83.07,6.25,59.45,11.71,2.6,17.61,7.76,9.65,1.83,4,0.55
19200,1981,12,Okhaldhunga,8.33,83.27,4.09,48.5,8.51,-2.88,15.24,4.31,5.6,1.9,4.45,0.58
19201,1982,1,Okhaldhunga,35.87,83.16,3.76,44.24,8.78,-3.39,15.6,4.31,6.22,2.04,4.67,0.65
19202,1982,2,Okhaldhunga,28.24,82.86,4.11,50.67,8.21,-2.47,15.16,3.09,6.72,2.5,5.69,0.79
19203,1982,3,Okhaldhunga,34.04,82.88,5.27,47.57,12.79,0.91,19.62,7.48,12.44,2.74,6.1,0.77
19204,1982,4,Okhaldhunga,55.91,82.7,6.4,42.77,17.45,3.86,24.01,11.68,17.75,2.95,6.25,0.73
19205,1982,5,Okhaldhunga,27.35,82.75,7.62,41.29,20.68,6.38,27.05,14.81,21.48,2.86,5.9,0.61
19206,1982,6,Okhaldhunga,92.5,82.35,12.85,65.94,21.5,14.04,26.68,17.17,23.3,2.53,5.17,0.5
19207,1982,7,Okhaldhunga,181.1,82.35,15.15,80.19,20.99,16.79,24.83,17.83,22.26,2.37,4.76,0.54
19208,1982,8,Okhaldhunga,103.83,82.43,15.32,83.33,20.5,16.96,24.45,17.47,21.42,2.25,4.59,0.57
19209,1982,9,Okhaldhunga,99.74,82.72,13.6,81.75,18.9,14.81,23.21,15.71,19.35,2.17,4.62,0.57
19210,1982,10,Okhaldhunga,18.89,83.14,8.3,60.98,15.93,7.48,21.54,12.01,15.4,2.04,4.38,0.45
19211,1982,11,Okhaldhunga,5.1,83.11,5.95,55.81,11.96,2.47,18.1,8.03,10.57,1.99,4.78,0.44
19212,1982,12,Okhaldhunga,1.4,83.12,3.58,41.89,8.91,-3.92,16.03,4.52,6.34,2.06,5.18,0.58
19213,1983,1,Okhaldhunga,0.21,83.13,2.61,35.8,6.71,-7.71,13.97,2.17,4.42,2.26,5.22,0.63
19214,1983,2,Okhaldhunga,0.3,82.92,2.32,27,8.48,-9.1,16.15,2.9,7.02,2.83,6.27,0.79
19215,1983,3,Okhaldhunga,3.89,82.81,2.96,24.28,14.12,-6.48,21.93,7.84,13.75,3.39,7.06,1.06
19216,1983,4,Okhaldhunga,26.57,82.72,4.91,33.89,17.09,-0.42,23.91,11.21,17.64,3.24,6.8,0.84
19217,1983,5,Okhaldhunga,50.29,82.69,8.42,48.63,19.84,7.71,25.88,14.18,21.08,2.6,5.58,0.41
19218,1983,6,Okhaldhunga,76.24,82.48,10.64,51.48,22.66,10.91,28.47,17.1,24.38,2.83,5.69,0.69
19219,1983,7,Okhaldhunga,273.33,82.46,15.77,81.62,21.39,17.43,25.21,18.21,22.79,2.4,4.79,0.5
19220,1983,8,Okhaldhunga,84.39,82.57,15.8,86.53,20.42,17.51,24.09,17.4,21.39,2.32,4.66,0.65
19221,1983,9,Okhaldhunga,60.36,82.74,14.36,85.34,19.15,15.92,22.92,16.31,19.73,2.14,4.38,0.61
19222,1983,10,Okhaldhunga,35.18,82.94,9.91,68.23,16.49,9.46,21.46,13.02,16.07,1.81,3.84,0.41
19223,1983,11,Okhaldhunga,0.01,83.25,5.26,47.96,12.54,0.73,19.01,8.32,10.62,1.95,4.38,0.48
19224,1983,12,Okhaldhunga,8.18,83.14,3.09,37.87,8.45,-6.06,15.68,4.07,5.53,2.04,4.98,0.65
19225,1984,1,Okhaldhunga,13.08,82.93,2.59,35.35,6.73,-8.14,14.38,1.97,4.13,2.47,5.82,0.76
19226,1984,2,Okhaldhunga,16.72,82.94,2.75,31.48,9.19,-7.67,17.23,3.58,7.24,2.73,6.13,0.88
19227,1984,3,Okhaldhunga,9.03,82.82,3.3,24.63,15.43,-4.9,23.35,9.21,14.4,2.86,6.14,0.74
19228,1984,4,Okhaldhunga,19.68,82.67,4.73,27.97,19.24,-0.46,26.53,12.86,19.7,3.27,6.56,1.01
19229,1984,5,Okhaldhunga,71.67,82.46,9.44,52.29,20.45,8.69,26.33,15.16,21.72,2.69,5.45,0.52
19230,1984,6,Okhaldhunga,185.42,82.22,14.85,78.74,20.99,16.38,24.92,17.78,22.28,2.35,4.64,0.51
19231,1984,7,Okhaldhunga,168.33,82.37,15.38,87.28,19.81,17.02,23.21,17.04,20.87,2.32,4.46,0.75
19232,1984,8,Okhaldhunga,158.97,82.42,15.33,85.74,20.06,16.96,23.8,17.22,20.76,2.29,4.46,0.71
19233,1984,9,Okhaldhunga,136.66,82.72,13.36,86.85,17.68,14.47,21.51,14.84,17.81,2.27,4.52,0.71
19234,1984,10,Okhaldhunga,14.85,82.97,10.11,71.64,16.18,9.9,21.29,12.68,15.35,1.95,4.24,0.51
19235,1984,11,Okhaldhunga,0,83.2,4.96,48.35,11.54,0.24,17.84,7.38,9.27,1.92,4.25,0.52
19236,1984,12,Okhaldhunga,0.44,82.94,3.58,40.93,9.06,-4.12,16.38,4.57,6.41,2.03,5.09,0.58
19237,1985,1,Okhaldhunga,6,83.06,3.35,42.64,7.64,-5.04,14.57,3.12,5.62,2.22,5.03,0.71
19238,1985,2,Okhaldhunga,4.04,82.56,2.42,27.68,9.36,-8.5,17.21,3.7,7.33,2.63,6.01,0.65
19239,1985,3,Okhaldhunga,5.24,82.75,3.03,21.95,15.94,-6.1,23.88,9.5,14.98,3.02,6.56,0.81
19240,1985,4,Okhaldhunga,8.68,82.57,5.06,29.69,19.52,0.32,26.63,13.31,20.18,3.2,6.55,0.92
19241,1985,5,Okhaldhunga,50.84,82.54,8.24,45.34,20.4,7.12,26.66,14.36,21.78,2.61,5.42,0.49
19242,1985,6,Okhaldhunga,73.14,82.2,12.5,61.21,22.22,13.57,27.59,17.39,24.17,2.69,5.45,0.63
19243,1985,7,Okhaldhunga,275.15,82.46,14.73,84.64,19.63,16.37,23.2,16.77,20.8,2.38,4.52,0.67
19244,1985,8,Okhaldhunga,94.87,82.44,15.75,86.05,20.43,17.42,24.21,17.37,21.38,2.27,4.46,0.63
19245,1985,9,Okhaldhunga,149.3,82.73,14.23,89.08,18.3,15.76,21.78,15.67,18.78,1.91,4.01,0.54
19246,1985,10,Okhaldhunga,78.49,83.02,11.3,84.28,15.54,11.92,19.58,12.77,15.27,1.8,3.84,0.46
19247,1985,11,Okhaldhunga,0.01,83.08,6.89,68.78,11.11,4.17,16.71,7.54,9.3,1.9,4.3,0.44
19248,1985,12,Okhaldhunga,16.54,83.11,4.98,56.64,9.3,0,15.54,5.48,6.73,1.94,4.58,0.49
19249,1986,1,Okhaldhunga,0.31,83.08,3.5,43.16,8.07,-4.65,15.18,3.66,5.22,2.22,5.21,0.73
19250,1986,2,Okhaldhunga,5.14,82.96,3.69,40.65,9.8,-3.84,17.05,4.72,8.21,2.68,5.88,0.82
19251,1986,3,Okhaldhunga,1.41,82.81,3.74,31.19,14.09,-3.35,21.79,7.92,13.53,3.32,6.92,1.11
19252,1986,4,Okhaldhunga,19.06,82.72,5.09,32.07,18.22,0.45,25.17,11.86,18.99,2.97,6.12,0.66
19253,1986,5,Okhaldhunga,56.16,82.62,7.37,43.77,19.33,5.45,25.74,13.27,20.61,2.72,5.52,0.6
19254,1986,6,Okhaldhunga,128.52,82.3,11.82,58.71,21.98,12.37,27.31,17.17,23.8,2.68,5.18,0.59
19255,1986,7,Okhaldhunga,227.24,82.46,15.3,85.73,20.02,16.96,23.53,17.12,21.07,2.51,4.72,0.82
19256,1986,8,Okhaldhunga,116.96,82.52,15.17,84.61,20.12,16.78,24.07,16.86,20.95,2.25,4.6,0.53
19257,1986,9,Okhaldhunga,101.75,82.83,13.32,84.43,18.1,14.77,22.14,15.15,18.71,2.05,4.13,0.65
19258,1986,10,Okhaldhunga,48.95,83.08,8.95,69.86,14.67,7.96,19.76,11.09,13.71,1.86,4.14,0.38
19259,1986,11,Okhaldhunga,2.77,83.15,5.36,50.51,12.04,1.04,18.36,7.93,9.77,1.92,4.44,0.46
19260,1986,12,Okhaldhunga,21.29,83.26,3.85,45.96,8.63,-3.4,15.49,4.37,5.96,2.01,4.39,0.6
19261,1987,1,Okhaldhunga,2.07,83.24,3.2,38.64,8.36,-5.63,15.65,3.7,5.66,2.14,4.78,0.6
19262,1987,2,Okhaldhunga,4.73,83.16,3.31,34.2,10.76,-4.87,18.14,5.52,9.06,2.55,5.49,0.7
19263,1987,3,Okhaldhunga,22.8,82.87,4.26,35.97,13.75,-1.5,20.82,8.12,13.28,2.67,5.82,0.64
19264,1987,4,Okhaldhunga,36.03,82.81,4.77,30.89,18.19,-0.95,25.27,12.04,18.58,2.98,6.17,0.77
19265,1987,5,Okhaldhunga,13.57,82.8,6.51,37.37,20.25,3.97,26.87,14.1,21.26,2.85,5.8,0.58
19266,1987,6,Okhaldhunga,57.37,82.37,11.63,55.78,22.81,12.45,28.47,17.61,24.93,2.57,5.29,0.43
19267,1987,7,Okhaldhunga,181.06,82.35,15.37,81.6,20.92,17.01,24.75,17.94,22.32,2.45,4.8,0.65
19268,1987,8,Okhaldhunga,324.28,82.5,15.4,88.98,19.56,17.05,22.76,16.9,20.13,2.27,4.51,0.63
19269,1987,9,Okhaldhunga,166.64,82.77,14.67,89.51,18.68,16.15,21.96,16.11,18.89,1.88,3.85,0.43
19270,1987,10,Okhaldhunga,45.83,83.08,10.78,82.47,15.2,10.87,19.66,12.17,14.49,1.85,3.95,0.5
19271,1987,11,Okhaldhunga,0.51,83.13,6.74,60.32,12.75,3.66,18.32,9.14,9.91,1.69,3.7,0.48
19272,1987,12,Okhaldhunga,0.37,83.31,4.66,50.37,10.04,-0.98,16.4,5.92,6.69,1.76,3.78,0.53
19273,1988,1,Okhaldhunga,1.27,83.08,3.77,44.32,8.78,-3.52,15.56,4.51,5.92,2.1,4.91,0.69
19274,1988,2,Okhaldhunga,5.29,82.98,3.63,36.65,11.07,-3.77,18.27,6.11,9.22,2.39,5.34,0.71
19275,1988,3,Okhaldhunga,26.39,82.74,4.36,36.98,13.79,-1.51,21.31,7.92,13.09,2.98,6.36,0.96
19276,1988,4,Okhaldhunga,27.6,82.85,5.4,33.07,18.86,0.95,26.03,12.65,19.05,2.82,5.74,0.73
19277,1988,5,Okhaldhunga,58.26,82.55,9.17,49.13,20.91,8.78,27.17,15.07,22.31,2.59,5.28,0.49
19278,1988,6,Okhaldhunga,95.97,82.44,12.86,64.43,21.94,14.01,27.14,17.35,23.83,2.55,5.08,0.5
19279,1988,7,Okhaldhunga,322.76,82.47,16.09,88.29,20.36,17.79,23.59,17.8,21.23,2.23,4.28,0.68
19280,1988,8,Okhaldhunga,153.18,82.5,15.83,90.03,19.8,17.53,22.79,17.32,20.43,2.21,4.15,0.71
19281,1988,9,Okhaldhunga,53.87,82.73,14.78,87.64,19.15,16.28,22.79,16.32,19.5,2.16,4.17,0.68
19282,1988,10,Okhaldhunga,8.38,82.92,9.55,66.97,16.45,8.98,21.81,12.81,15.55,1.94,4,0.62
19283,1988,11,Okhaldhunga,0.18,83.26,5.65,49.62,13.13,1.86,19.41,8.83,11.39,1.85,3.74,0.59
19284,1988,12,Okhaldhunga,17.21,83.28,4.11,43.39,10.45,-2.15,16.87,6.51,8.03,1.9,4.38,0.55
19285,1989,1,Okhaldhunga,10.5,82.89,3.01,39.8,7.08,-6.35,14.67,2.29,4.64,2.46,5.58,0.79
19286,1989,2,Okhaldhunga,24.26,82.84,2.98,35.04,8.92,-6.36,16.72,3.33,7.25,3.15,6.73,1.01
19287,1989,3,Okhaldhunga,8.53,82.8,3.67,30.6,13.9,-3.78,21.48,8.05,13.12,2.98,6.41,0.85
19288,1989,4,Okhaldhunga,1.21,82.59,2.95,18.18,18.68,-6.18,26.63,11.74,18.68,3.55,7.16,1.05
19289,1989,5,Okhaldhunga,66.88,82.56,8.48,45.32,21.25,6.05,27.4,15.54,22.59,2.78,5.63,0.65
19290,1989,6,Okhaldhunga,120.6,82.44,13.28,70.11,21.06,14.67,25.75,16.86,22.74,2.51,4.9,0.63
